text,y_true,y_pred,original_response
Trump extortionist Stormy Daniels to facilitate cryptocurrency payments on her website for porn content - [URL] #news #finance #bitcoin #stormydaniels,0,0,NO
"Modern prostitution, only you never get any bang for you buck, only an idea and a picture.",0,0,NO
"I don't now days because of covid but you can. You don't gotta bang her, just get her comfortable with your touch.",0,1,YES
Im ngl short girls are cute as hell but sadlly foids dont find short men cute.,1,1,YES
[USER] Exactly... which is why she loved Obama. Well sorry old hag... your time is done. The world is waking up to the truth.,1,1,YES
GL convincing the idiot masses ......Black pastors see Trump bringing 'new hope' -- but still need to convince their flocks .....[URL],0,0,NO
"My wife just left me because I'm not 'man enough'. I'll be alright after a lads night in, crying with Ben and Jerry's whilst watching some good old Sex and The City.",0,0,NO
Ask her,0,0,NO
Don’t hate women I just understand the price that is paid being with them (not sex) and it’s not worth it...AT ALL.,1,1,YES
[USER] i can't stand idiots running our nation overlooking the true domestic enemies against our constitution and our nation making them enemies to our own nation.,0,0,NO
"no, it's just not true shared environment has basically no effect on adult iq the data is clear iq is genetic just don't starve your kid or beat them after that it's genes and chance",0,0,NO
Top kek. Disgusting old cripple resenting Chad for not wanting to fuck her roast beef cunt.,1,1,YES
A kilt is generally fairly heavy-duty and made of wool. A skirt is generally lighter weight.,0,0,NO
"Damn now i have an idea. Making a fake Chad account and getting multiple roasties emotionally invested and then breaking their hearts, if they even have one. I shall find out for SCIENCE.",1,1,YES
I had one punch me in the stomach. I return the favor back. First time I ever punch a lady(monster),1,1,YES
Not if she wants it. Only prudish women hate dirty talk from attractive men from the getgo.,1,1,YES
"You’re a bastard lol. On a side note. I think it’s photoshopped. Those legs are way to thin to support her, and she isn’t even struggling to walk.",0,0,NO
"Passes IHRA anti-semitism laws to shut the British people's mouths and puts pedoes on the fast track for adoption. She can not be anymore than 2 steps away from her boss, SATAN. What a cunt",1,1,YES
"It's so nice to see these ideas delivered unapologetically, with no concern given to the poor hurt feelings of the feminists who are wrong about them. I'd love to send this blogger some flowers. (Or she might prefer weed. Or catnip.)",0,1,YES
It stops white women from being hit (or worse) by niggers and thats as right as it gets.,0,1,YES
"Alexa Chung Her father is 3/4 Chinese if that makes a difference. I'm pretty good at spotting mixes, so she does appear a little different but definitely not appearing like half or even 3/8s asian.",0,0,NO
"Chelsea Clinton leaned over to her husband and said something about Melania. Not sure what she said, but I guarantee it was classless. #PresidentialDebates",0,0,NO
"Thats because all women are different, but all female nature is the same.",0,0,NO
I’d pay a weeks salary to have the opportunity to bitch slap that smarmy look off her face. God I hope she isn’t a grandma. What a nightmare for a kid. She is anything but huggable and boo-boo kissing material.,1,1,YES
