text,y_true,y_pred,original_response
[USER] Exactly... which is why she loved Obama. Well sorry old hag... your time is done. The world is waking up to the truth.,1,1,yes
GL convincing the idiot masses ......Black pastors see Trump bringing 'new hope' -- but still need to convince their flocks .....[URL],0,0,no
"My wife just left me because I'm not 'man enough'. I'll be alright after a lads night in, crying with Ben and Jerry's whilst watching some good old Sex and The City.",0,0,no
Ask her,0,0,no
Don’t hate women I just understand the price that is paid being with them (not sex) and it’s not worth it...AT ALL.,1,0,no
[USER] i can't stand idiots running our nation overlooking the true domestic enemies against our constitution and our nation making them enemies to our own nation.,0,0,no
"no, it's just not true shared environment has basically no effect on adult iq the data is clear iq is genetic just don't starve your kid or beat them after that it's genes and chance",0,0,no
Top kek. Disgusting old cripple resenting Chad for not wanting to fuck her roast beef cunt.,1,1,yes
A kilt is generally fairly heavy-duty and made of wool. A skirt is generally lighter weight.,0,0,no
"Damn now i have an idea. Making a fake Chad account and getting multiple roasties emotionally invested and then breaking their hearts, if they even have one. I shall find out for SCIENCE.",1,1,yes
I had one punch me in the stomach. I return the favor back. First time I ever punch a lady(monster),1,1,yes
Not if she wants it. Only prudish women hate dirty talk from attractive men from the getgo.,1,0,no
"You’re a bastard lol. On a side note. I think it’s photoshopped. Those legs are way to thin to support her, and she isn’t even struggling to walk.",0,0,no
"Passes IHRA anti-semitism laws to shut the British people's mouths and puts pedoes on the fast track for adoption. She can not be anymore than 2 steps away from her boss, SATAN. What a cunt",1,1,yes
"It's so nice to see these ideas delivered unapologetically, with no concern given to the poor hurt feelings of the feminists who are wrong about them. I'd love to send this blogger some flowers. (Or she might prefer weed. Or catnip.)",0,0,no
It stops white women from being hit (or worse) by niggers and thats as right as it gets.,0,1,yes
"Alexa Chung Her father is 3/4 Chinese if that makes a difference. I'm pretty good at spotting mixes, so she does appear a little different but definitely not appearing like half or even 3/8s asian.",0,0,no
"Chelsea Clinton leaned over to her husband and said something about Melania. Not sure what she said, but I guarantee it was classless. #PresidentialDebates",0,0,no
"Thats because all women are different, but all female nature is the same.",0,1,yes
I’d pay a weeks salary to have the opportunity to bitch slap that smarmy look off her face. God I hope she isn’t a grandma. What a nightmare for a kid. She is anything but huggable and boo-boo kissing material.,1,1,yes
